paper_id,method,s2_citations,s2_title,title_sim,s2_year,s2_venue
HklvmlrKPB,arxiv_batch,15,Improving sequential latent variable models with autoregressive flows,1.000,2019,Machine-mediated learning
Hklso24Kwr,arxiv_batch,79,Continual Learning with Adaptive Weights (CLAW),1.000,2019,International Conference on Learning Representations
Hklcm0VYDS,arxiv_batch,37,How noise affects the Hessian spectrum in overparameterized neural networks,1.000,2019,arXiv.org
Hkl_sAVtwr,arxiv_batch,193,Compressed Sensing with Deep Image Prior and Learned Regularization,1.000,2018,arXiv.org
HklXn1BKDH,arxiv_batch,629,Learning to Explore using Active Neural SLAM,1.000,2020,International Conference on Learning Representations
HklUCCVKDB,arxiv_batch,214,Uncertainty-guided Continual Learning with Bayesian Neural Networks,1.000,2019,International Conference on Learning Representations
HklSeREtPB,arxiv_batch,41,Emergence of functional and structural properties of the head direction system by optimization of recurrent neural networks,1.000,2019,International Conference on Learning Representations
HklJdaNYPH,arxiv_batch,,,,,
HklE01BYDB,arxiv_batch,518,Improving Sample Efficiency in Model-Free Reinforcement Learning from Images,1.000,2019,AAAI Conference on Artificial Intelligence
HklBjCEKvH,arxiv_batch,1092,Generalization through Memorization: Nearest Neighbor Language Models,1.000,2019,International Conference on Learning Representations
Hkl9JlBYvr,arxiv_batch,331,VariBAD: A Very Good Method for Bayes-Adaptive Deep RL via Meta-Learning,1.000,2019,International Conference on Learning Representations
Hkl1iRNFwS,arxiv_batch,202,The Early Phase of Neural Network Training,1.000,2020,International Conference on Learning Representations
HkgxheBFDS,arxiv_batch,19,Undersensitivity in Neural Reading Comprehension,1.000,2020,Findings
HkgxW0EYDS,arxiv_batch,46,Scalable Model Compression by Entropy Penalized Reparameterization,1.000,2019,International Conference on Learning Representations
HkgtJRVFPS,arxiv_batch,207,Topological Autoencoders,1.000,2019,International Conference on Machine Learning
HkgsWxrtPB,arxiv_batch,38,Meta Reinforcement Learning with Autonomous Inference of Subtask Dependencies,1.000,2020,International Conference on Learning Representations
HkgsPhNYPS,arxiv_batch,357,SELF: Learning to Filter Noisy Labels with Self-Ensembling,1.000,2019,International Conference on Learning Representations
HkgrZ0EYwB,arxiv_batch,147,Unpaired Point Cloud Completion on Real Scans using Adversarial Training,1.000,2019,International Conference on Learning Representations
HkgaETNtDB,arxiv_batch,239,Mixout: Effective Regularization to Finetune Large-scale Pretrained Language Models,1.000,2019,International Conference on Learning Representations
HkgH0TEYwH,arxiv_batch,703,Deep Semi-Supervised Anomaly Detection,1.000,2019,International Conference on Learning Representations
HkgB2TNYPS,arxiv_batch,77,A Theoretical Analysis of the Number of Shots in Few-Shot Learning,1.000,2019,International Conference on Learning Representations
Hkg9HgBYwH,arxiv_batch,104,Encoding Musical Style with Transformer Autoencoders,1.000,2019,International Conference on Machine Learning
Hkg5lAEtvS,arxiv_batch,451,Towards Physics-informed Deep Learning for Turbulent Flow Prediction,1.000,2019,Knowledge Discovery and Data Mining
Hkg-xgrYvH,arxiv_batch,140,Empirical Bayes Transductive Meta-Learning with Synthetic Gradients,1.000,2020,International Conference on Learning Representations
Hkex2a4FPr,arxiv_batch,9,Unsupervised Controllable Text Generation with Global Variation Discovery and Disentanglement,0.305,2019,arXiv.org
HkeryxBtPB,arxiv_batch,312,MMA Training: Direct Input Space Margin Maximization through Adversarial Training,1.000,2018,International Conference on Learning Representations
HkenPn4KPH,arxiv_batch,,,,,
Hkekl0NFPr,arxiv_batch,130,Conditional Learning of Fair Representations,1.000,2019,International Conference on Learning Representations
HkejNgBtPB,arxiv_batch,45,Variational Template Machine for Data-to-Text Generation,1.000,2020,International Conference on Learning Representations
HkedQp4tPr,arxiv_batch,24,Parallel Scheduled Sampling,1.000,2019,arXiv.org
HkeQ6ANYDB,arxiv_batch,37,Blending Diverse Physical Priors with Neural Networks,1.000,2019,arXiv.org
HkePNpVKPB,arxiv_batch,116,Compositional Languages Emerge in a Neural Iterated Learning Model,1.000,2020,International Conference on Learning Representations
Hke3gyHYwH,arxiv_batch,12,Understanding Generalization of Deep Neural Networks Trained with Noisy Labels,0.319,2019,arXiv.org
Hke12T4KPS,arxiv_batch,289,Using Hindsight to Anchor Past Knowledge in Continual Learning,1.000,2019,AAAI Conference on Artificial Intelligence
Hke0V1rKPS,arxiv_batch,83,Jacobian Adversarially Regularized Networks for Robustness,1.000,2019,International Conference on Learning Representations
HJxiMAVtPH,arxiv_batch,1108,Multi-scale Attributed Node Embedding,1.000,2019,J. Complex Networks
HJxdTxHYvB,arxiv_batch,57,Breaking certified defenses: Semantic adversarial examples with spoofed robustness certificates,0.954,2020,International Conference on Learning Representations
HJxV-ANKDH,arxiv_batch,146,Efficient Riemannian Optimization on the Stiefel Manifold via the Cayley Transform,1.000,2020,International Conference on Learning Representations
HJxN0CNFPB,arxiv_batch,2,Ladder Polynomial Neural Networks,1.000,2019,arXiv.org
HJxMYANtPH,arxiv_batch,53,The Local Elasticity of Neural Networks,1.000,2019,International Conference on Learning Representations
HJxK5pEYvr,arxiv_batch,79,Tree-structured Attention with Hierarchical Accumulation,1.000,2020,International Conference on Learning Representations
HJxEhREKDH,arxiv_batch,45,On the Global Convergence of Training Deep Linear ResNets,0.991,2020,International Conference on Learning Representations
HJxDugSFDB,arxiv_batch,428,Stochastic Latent Actor-Critic: Deep Reinforcement Learning with a Latent Variable Model,1.000,2019,Neural Information Processing Systems
HJx8HANFDH,arxiv_batch,57,Four Things Everyone Should Know to Improve Batch Normalization,1.000,2019,International Conference on Learning Representations
HJx81ySKwr,arxiv_batch,158,Iterative energy-based projection on a normal data manifold for anomaly localization,1.000,2020,International Conference on Learning Representations
HJx7uJStPH,arxiv_batch,324,Music Source Separation in the Waveform Domain,1.000,2019,arXiv.org
HJx-3grYDB,arxiv_batch,178,Learning Nearly Decomposable Value Functions Via Communication Minimization,1.000,2019,International Conference on Learning Representations
HJlzxgBtwH,arxiv_batch,614,Minimally distorted Adversarial Examples with a Fast Adaptive Boundary Attack,1.000,2019,International Conference on Machine Learning
HJlxIJBFDr,arxiv_batch,,,,,
HJloElBYvB,arxiv_batch,32,Phase Transitions for the Information Bottleneck in Representation Learning,1.000,2020,International Conference on Learning Representations
HJlnC1rKPB,arxiv_batch,642,On the Relationship between Self-Attention and Convolutional Layers,1.000,2019,International Conference on Learning Representations
HJlfuTEtvB,arxiv_batch,74,CLN2INV: Learning Loop Invariants with Continuous Logic Networks,1.000,2019,International Conference on Learning Representations
HJlWWJSFDH,arxiv_batch,1834,Strategies for Pre-training Graph Neural Networks,1.000,2019,International Conference on Learning Representations
HJlU-AVtvS,arxiv_batch,121,A Fine-Grained Spectral Perspective on Neural Networks,1.000,2019,arXiv.org
HJlTpCEKvS,arxiv_batch,686,Which Tasks Should Be Learned Together in Multi-task Learning?,1.000,2019,International Conference on Machine Learning
HJlSmC4FPS,arxiv_batch,159,Robust and interpretable blind image denoising via bias-free convolutional neural networks,1.000,2019,International Conference on Learning Representations
HJlRFlHFPS,arxiv_batch,13,Unsupervised Distillation of Syntactic Information from Contextualized Word Representations,1.000,2020,BlackboxNLP Workshop on Analyzing and Interpreting Neural Networks for NLP
HJlA0C4tPS,arxiv_batch,136,A Probabilistic Formulation of Unsupervised Text Style Transfer,1.000,2020,International Conference on Learning Representations
HJgpugrKPS,arxiv_batch,174,Scale-Equivariant Steerable Networks,1.000,2019,International Conference on Learning Representations
HJgfDREKDB,arxiv_batch,23,Higher-Order Function Networks for Learning Composable 3D Object Representations,1.000,2019,International Conference on Learning Representations
HJgcvJBFvB,arxiv_batch,197,Network Randomization: A Simple Technique for Generalization in Deep Reinforcement Learning,1.000,2019,International Conference on Learning Representations
HJg_ECEKDr,arxiv_batch,184,Generative Teaching Networks: Accelerating Neural Architecture Search by Learning to Generate Synthetic Training Data,0.996,2019,International Conference on Machine Learning
HJgSwyBKvr,arxiv_batch,149,Weakly Supervised Disentanglement with Guarantees,1.000,2019,International Conference on Learning Representations
HJgS7p4FPH,arxiv_batch,9,GPU-Accelerated Atari Emulation for Reinforcement Learning,0.567,2019,arXiv.org
HJgLLyrYwB,arxiv_batch,57,State-only Imitation with Transition Dynamics Mismatch,1.000,2020,International Conference on Learning Representations
HJgKYlSKvr,arxiv_batch,75,Unsupervised Generative 3D Shape Learning from Natural Images,1.000,2019,arXiv.org
HJgK0h4Ywr,arxiv_batch,109,Theory and Evaluation Metrics for Learning Disentangled Representations,1.000,2019,International Conference on Learning Representations
HJgJtT4tvB,arxiv_batch,343,ReClor: A Reading Comprehension Dataset Requiring Logical Reasoning,1.000,2020,International Conference on Learning Representations
HJgExaVtwr,arxiv_batch,1385,DivideMix: Learning with Noisy Labels as Semi-supervised Learning,1.000,2020,International Conference on Learning Representations
HJgEMpVFwB,arxiv_batch,435,Adversarial Policies: Attacking Deep Reinforcement Learning,1.000,2019,International Conference on Learning Representations
HJgC60EtwB,arxiv_batch,138,Robust Reinforcement Learning for Continuous Control with Model Misspecification,1.000,2019,International Conference on Learning Representations
HJg2b0VYDr,arxiv_batch,493,Selection Via Proxy: Efficient Data Selection For Deep Learning,1.000,2019,International Conference on Learning Representations
HJezF3VYPB,arxiv_batch,318,Federated Adversarial Domain Adaptation,1.000,2019,International Conference on Learning Representations
HJeqhA4YDS,arxiv_batch,92,Denoising and Regularization via Exploiting the Structural Bias of Convolutional Generators,1.000,2019,International Conference on Learning Representations
HJepXaVYDr,arxiv_batch,117,Stochastic AUC Maximization with Deep Neural Networks,1.000,2019,International Conference on Learning Representations
HJenn6VFvB,arxiv_batch,255,Hamiltonian Generative Networks,1.000,2019,International Conference on Learning Representations
HJem3yHKwH,arxiv_batch,69,EMPIR: Ensembles of Mixed Precision Deep Networks for Increased Robustness against Adversarial Attacks,1.000,2020,International Conference on Learning Representations
HJedXaEtvS,arxiv_batch,219,Editable Neural Networks,1.000,2020,International Conference on Learning Representations
HJe_yR4Fwr,arxiv_batch,95,Improved Sample Complexities for Deep Networks and Robust Classification via an All-Layer Margin,0.964,2019,International Conference on Learning Representations
HJe_Z04Yvr,arxiv_batch,,,,,
HJeVnCEKwH,arxiv_batch,66,A Closer Look at the Optimization Landscapes of Generative Adversarial Networks,1.000,2019,International Conference on Learning Representations
HJeTo2VFwH,arxiv_batch,174,A Signal Propagation Perspective for Pruning Neural Networks at Initialization,1.000,2019,International Conference on Learning Representations
HJeT3yrtDr,arxiv_batch,,,,,
HJeOekHKwr,arxiv_batch,66,Smoothness and Stability in GANs,1.000,2020,International Conference on Learning Representations
HJeO7RNKPr,arxiv_batch,325,DeepV2D: Video to Depth with Differentiable Structure from Motion,1.000,2018,International Conference on Learning Representations
HJe9cR4KvB,arxiv_batch,32,Learning to Contextually Aggregate Multi-Source Supervision for Sequence Labeling,1.000,2019,Annual Meeting of the Association for Computational Linguistics
HJe88xBKPr,arxiv_batch,79,Mixed Precision Training With 8-bit Floating Point,1.000,2019,arXiv.org
HJe6uANtwH,arxiv_batch,93,Capsules with Inverted Dot-Product Attention Routing,1.000,2020,International Conference on Learning Representations
HJe4Cp4KwH,arxiv_batch,189,GNN-FiLM: Graph Neural Networks with Feature-wise Linear Modulation,1.000,2019,International Conference on Machine Learning
H1xscnEKDr,arxiv_batch,147,Defending Against Physically Realizable Attacks on Image Classification,1.000,2019,International Conference on Learning Representations
H1xauR4Kvr,arxiv_batch,59,Discriminative Jackknife: Quantifying Uncertainty in Deep Learning via Higher-Order Influence Functions,0.981,2020,International Conference on Machine Learning
H1xPR3NtPB,arxiv_batch,93,Are Pre-trained Language Models Aware of Phrases? Simple but Strong Baselines for Grammar Induction,1.000,2020,International Conference on Learning Representations
H1xJhJStPS,arxiv_batch,47,Equilibrium Propagation with Continual Weight Updates,1.000,2019,arXiv.org
H1x5wRVtvS,arxiv_batch,9,Variational Hetero-Encoder Randomized GANs for Joint Image-Text Modeling,1.000,2019,International Conference on Learning Representations
H1loF2NFwr,arxiv_batch,375,Evaluating the Search Phase of Neural Architecture Search,1.000,2019,International Conference on Learning Representations
H1lmyRNFvr,arxiv_batch,159,Augmenting Genetic Algorithms with Deep Neural Networks for Exploring the Chemical Space,1.000,2019,International Conference on Learning Representations
H1lmhaVtvr,arxiv_batch,96,Dynamical Distance Learning for Semi-Supervised and Unsupervised Skill Discovery,1.000,2019,International Conference on Learning Representations
H1lj0nNFwB,arxiv_batch,92,The Implicit Bias of Depth: How Incremental Learning Drives Generalization,1.000,2019,International Conference on Learning Representations
H1lhqpEYPr,arxiv_batch,61,Actor-Critic Provably Finds Nash Equilibria of Linear-Quadratic Mean-Field Games,1.000,2019,International Conference on Learning Representations
H1lefTEKDS,arxiv_batch,394,Benchmarking Model-Based Reinforcement Learning,1.000,2019,arXiv.org
H1ldzA4tPr,arxiv_batch,137,Learning Compositional Koopman Operators for Model-Based Control,1.000,2019,International Conference on Learning Representations
H1laeJrKDB,arxiv_batch,133,Controlling generative models with continuous factors of variations,1.000,2020,International Conference on Learning Representations
